Song,Artist,Streams,Daily Streams,Genre,Release Year,Peak Position,Weeks on Chart,Lyrics Sentiment,TikTok Virality,Danceability,Acousticness,Energy
Track 5804,Aurora Soundwave,634089978,2169924,Latin,2018,10,26,-0.88,4,0.76,0.52,0.77
Track 59400,Urban Rhapsody,678652718,1034190,Hip-Hop,2021,24,93,-0.49,34,0.45,0.48,0.51
Track 71467,Luna Nova,546778404,1694323,Jazz,2015,18,21,0.84,7,0.46,0.2,0.99
Track 16097,Celestial Harmony,98979200,1192416,Latin,2025,10,24,-0.43,20,0.51,0.86,0.53
Track 96503,Crimson Echo,321753776,4605856,Indie,2015,41,54,-0.02,70,0.49,0.64,0.92
Track 11231,Shadow Beats,315093113,3346772,Hip-Hop,2016,2,59,0.62,5,0.98,0.77,0.97
Track 53980,Luna Nova,557924181,4697648,Electronic,1997,90,88,-0.02,2,0.82,0.27,0.7
Track 28377,Firefly Symphony,182411523,1231718,Indie,2000,12,100,0.04,90,0.8,0.46,0.54
Track 25560,Retro Resonance,705036134,2531844,Rock,2017,71,86,0.96,31,0.48,0.05,0.84
Track 23803,Ava & The Ocean,462824493,955873,House,2014,36,71,0.05,61,0.22,0.12,0.62
Track 19668,Retro Resonance,27843745,2245865,Jazz,1996,71,58,-0.81,45,0.87,0.98,0.39
Track 76202,Crimson Echo,55116622,982343,Latin,2011,43,31,-0.89,44,0.9,0.02,0.21
Track 49886,Sofia Carter,428457296,2471214,Trap,2006,33,90,-0.26,10,0.85,0.89,0.49
Track 40833,Jay Zenith,561189587,215587,Punk,1998,20,28,0.89,16,0.78,0.95,0.99
Track 39427,Retro Resonance,35130759,265904,Blues,1990,43,67,0.05,40,0.15,0.2,0.56
Track 57782,Luna Nova,79233202,4404225,Metal,1993,95,59,0.85,33,0.41,0.06,0.62
Track 30668,Luna Nova,360041693,1821672,Blues,2003,9,29,-0.43,33,0.19,0.67,0.86
Track 5901,Shadow Beats,724323691,4313979,Folk,2004,88,54,0.55,19,0.55,0.26,0.41
Track 29252,Neon Vortex,25293846,343633,Pop,1999,59,88,-0.22,36,0.32,0.06,0.91
Track 6237,Samantha Lee,415505305,4610828,Indie,2006,89,81,-0.26,76,0.81,0.23,0.72
Track 85182,Horizon Flow,119357374,1585367,Country,2012,24,29,0.74,87,0.63,0.67,0.51
Track 64207,EchoSync,268902396,3157003,Lo-Fi,1998,46,91,-0.13,92,0.2,0.14,0.44
Track 72568,Jay Zenith,502987400,1624373,House,1994,97,90,-0.25,77,0.14,0.07,0.23
Track 53417,DJ Thunder,205759943,4222703,R&B,2003,83,2,-0.39,32,0.33,0.81,0.85
Track 54410,Urban Rhapsody,378725720,4138021,Techno,1994,81,89,0.37,100,0.16,0.41,0.49
Track 22337,Firefly Symphony,180614827,1264302,R&B,2022,30,61,-0.91,64,0.12,0.08,0.14
Track 47354,Jay Zenith,119474208,1757968,Trap,2010,21,22,-0.86,77,0.96,0.55,0.7
Track 29061,Neon Vortex,331998833,2405345,Jazz,1996,91,7,0.41,52,0.76,0.51,0.41
Track 55790,Horizon Flow,791538315,3642869,Blues,1994,78,52,-0.78,96,0.21,0.55,0.47
Track 20328,EchoSync,130542704,670586,Reggae,2023,37,12,-0.83,19,0.52,0.9,0.64
Track 59014,ElectroPulse,323359844,1578202,Synthwave,2008,10,93,-0.17,5,0.48,0.82,0.52
Track 32262,Shadow Beats,475405703,992871,Jazz,2007,84,25,-0.77,74,0.72,0.25,0.51
Track 69980,Aurora Soundwave,441298479,3708925,Lo-Fi,1999,35,57,-0.96,57,0.35,0.39,0.78
Track 42903,Retro Resonance,491816189,2701192,Trap,1990,85,57,0.44,16,0.42,0.08,0.19
Track 34059,Urban Rhapsody,782059737,429627,Indie,2019,90,26,0.23,93,0.14,0.67,0.77
Track 21882,EchoSync,621804895,185684,Pop,1990,100,98,0.29,33,0.37,0.03,0.11
Track 47574,EchoSync,275692856,3893012,Metal,2010,11,70,-0.4,4,0.18,0.37,0.24
Track 70055,Crimson Echo,696509934,4047559,Trap,1993,10,84,-0.81,64,0.35,0.42,0.73
Track 33032,EchoSync,330306203,4819917,Electronic,1992,53,47,-0.62,97,0.24,0.86,0.72
Track 41388,Aurora Soundwave,361858733,2184986,Hip-Hop,2014,78,90,0.24,30,0.9,0.04,0.35
Track 99128,EchoSync,89820875,1340156,Blues,2024,8,37,-0.58,21,0.71,0.31,0.4
Track 16990,Samantha Lee,301923402,3862744,EDM,2019,40,60,-0.68,64,0.42,0.29,0.42
Track 92728,Bass Surge,93327187,4679341,Drum & Bass,2006,94,8,-0.16,97,0.17,0.9,0.47
Track 8858,Horizon Flow,644266086,3829900,Punk,2011,24,75,-0.07,80,0.53,0.41,0.58
Track 68495,Ava & The Ocean,632858096,1404089,Pop,2018,60,47,-0.25,1,0.67,0.03,0.68
Track 91393,Aurora Soundwave,478649017,1562103,Rock,1999,98,26,-0.37,3,0.57,0.06,0.65
Track 1909,Horizon Flow,333354212,3998062,Hip-Hop,2018,18,26,0.65,73,0.2,0.78,0.86
Track 18911,Luna Nova,381626346,3849678,Folk,2001,32,80,0.23,15,0.32,0.04,0.63
Track 77653,Celestial Harmony,16780932,453363,Lo-Fi,2010,41,28,0.96,89,0.91,0.95,0.58
Track 64330,EchoSync,617751227,3808379,Blues,2025,35,52,0.58,45,0.26,0.48,0.13
Track 67138,Liam Harper,233292674,3281897,Blues,2013,70,7,-0.2,5,0.2,0.83,0.92
Track 32572,Sofia Carter,11830857,1056900,Electronic,2011,19,24,-0.19,38,0.87,0.84,0.91
Track 97818,EchoSync,615709253,1996186,Drum & Bass,2015,16,103,0.52,0,0.78,0.39,0.24
Track 32838,Jay Zenith,278657238,1449946,Latin,1994,72,98,-0.09,69,0.31,0.4,0.33
Track 16506,Samantha Lee,73787144,4372237,Indie,2004,65,51,0.36,11,0.58,0.48,0.87
Track 86978,Shadow Beats,521410706,68959,R&B,2022,11,66,0.31,37,0.69,0.3,0.69
Track 73040,DJ Thunder,226503576,2566531,Jazz,1990,80,54,0.24,6,0.81,0.77,0.65
Track 40496,Horizon Flow,221197957,2419704,Synthwave,2002,15,49,0.19,34,0.75,0.57,0.71
Track 6129,Luna Nova,134195364,4335505,Country,2023,54,82,0.23,9,0.19,0.93,0.43
Track 32485,Celestial Harmony,424210674,2693716,Folk,2001,3,42,0.29,20,0.9,0.64,0.17
Track 51288,Neon Vortex,468755024,2446077,Indie,2009,65,102,-0.56,72,0.17,0.19,0.51
Track 60929,EchoSync,638234723,3509702,Pop,1992,39,57,-0.31,90,0.25,0.11,0.52
Track 68658,Bass Surge,775660855,480880,Techno,2003,34,20,0.73,63,0.2,0.73,0.99
Track 21988,Crimson Echo,175675591,2009190,Electronic,1991,50,26,0.21,63,0.24,0.23,0.1
Track 22907,Celestial Harmony,14188905,956494,Pop,2024,25,37,-0.56,12,0.58,1.0,0.78
Track 54906,Horizon Flow,223490814,4004551,Lo-Fi,2021,55,87,-0.24,51,0.19,0.6,0.61
Track 31214,DJ Thunder,429706000,2398089,Country,2011,52,67,0.93,37,0.54,0.24,0.87
Track 38160,Samantha Lee,406666478,1011103,Folk,2005,93,41,0.45,41,0.86,0.93,0.66
Track 37875,Neon Vortex,592738549,3392912,R&B,2009,87,96,0.47,51,0.88,0.67,0.7
Track 68746,Crimson Echo,545122897,3096263,Country,2008,87,7,0.85,45,0.42,0.48,0.3
Track 46305,Celestial Harmony,163199513,207060,Jazz,2005,32,86,0.43,20,0.87,0.95,0.94
Track 67604,Firefly Symphony,538720641,768837,Latin,2018,58,67,-0.2,85,0.65,0.43,0.18
Track 20122,Luna Nova,203323415,3380104,R&B,1999,75,60,0.63,9,0.63,0.79,0.79
Track 81355,EchoSync,716184217,3719571,Trap,2006,79,59,0.59,12,0.96,0.37,0.91
Track 94925,Firefly Symphony,247917310,4884497,House,2024,46,23,1.0,69,0.75,0.01,0.99
Track 28438,Bass Surge,587318759,537147,Blues,1990,93,54,-0.43,78,0.53,0.87,0.17
Track 6580,ElectroPulse,494075937,372865,Hip-Hop,1992,93,6,0.7,78,1.0,0.95,0.72
Track 98676,Luna Nova,62471381,402083,Jazz,2017,17,41,-0.01,36,0.74,0.24,0.82
Track 47522,Ava & The Ocean,573142735,3964233,Punk,2018,41,32,0.62,23,0.23,0.17,0.85
Track 29397,EchoSync,783964504,1016004,R&B,2001,91,3,-0.8,9,0.18,0.23,0.48
Track 72070,Ava & The Ocean,587167179,3050491,House,1998,34,81,0.14,83,0.49,0.23,0.71
Track 76204,ElectroPulse,39909745,4124404,Jazz,2004,72,15,0.42,94,0.56,0.55,0.27
Track 55412,DJ Thunder,277798593,3469582,Indie,2023,48,1,-0.91,20,0.22,0.1,0.57
Track 85527,Bass Surge,48735049,2691122,Indie,2023,5,88,-0.91,22,0.76,0.53,0.9
Track 64540,EchoSync,228669559,4982970,EDM,1997,33,61,-0.84,14,0.12,0.95,0.79
Track 18757,Urban Rhapsody,304225310,4528078,Drum & Bass,1994,48,23,0.64,81,0.86,0.82,0.29
Track 60598,Aurora Soundwave,40436199,4676060,Pop,1995,40,47,-0.75,45,0.73,0.0,0.8
Track 16042,Ava & The Ocean,467848894,1134671,Hip-Hop,2007,74,44,0.56,38,0.28,0.48,0.2
Track 13300,Jay Zenith,102023479,2410031,Metal,2002,39,94,0.69,4,0.19,0.87,0.46
Track 30152,Firefly Symphony,733945703,570921,Drum & Bass,1990,13,28,0.81,3,0.97,0.12,0.87
Track 28307,Retro Resonance,232160013,2060308,Hip-Hop,2008,79,26,-0.71,60,0.7,0.28,0.92
Track 89464,Jay Zenith,110303675,4618762,Metal,2024,48,2,0.09,83,0.29,0.91,0.58
Track 72457,Retro Resonance,732677067,943322,Indie,2014,62,71,0.41,86,0.46,0.74,0.82
Track 1099,Ava & The Ocean,488075700,2163783,Country,2021,34,62,0.74,67,0.34,0.9,0.52
Track 86953,EchoSync,772536318,4405161,Lo-Fi,2013,6,45,0.87,95,0.56,0.22,0.3
Track 45363,Samantha Lee,620058465,389479,Blues,2025,76,50,0.62,95,0.29,0.47,0.81
Track 8285,Bass Surge,167547135,291301,Indie,1993,55,98,-0.82,11,0.77,0.85,0.75
Track 85529,Jay Zenith,639583151,2447538,Metal,1993,84,6,0.84,32,0.22,0.22,0.98
Track 83024,Jay Zenith,706542505,3275853,Punk,1995,4,59,0.0,72,0.56,0.63,0.46
Track 4180,Jay Zenith,624761381,1751909,Drum & Bass,2015,65,96,-0.46,99,0.61,0.51,0.67
Track 4422,DJ Thunder,481275092,4293042,Techno,1994,69,73,-0.97,87,0.69,0.4,0.67
Track 72013,The Midnight Howl,44916940,2759275,Folk,2023,78,25,0.51,100,0.16,0.8,0.78
Track 39798,Firefly Symphony,291678984,3150265,R&B,2012,77,102,0.09,34,0.45,0.8,0.69
Track 9696,The Midnight Howl,364039237,4705269,Latin,2019,80,98,-0.22,60,0.9,0.02,0.77
Track 50839,Bass Surge,590226883,1431307,Metal,2011,74,80,-0.15,72,0.33,0.28,0.1
Track 91018,Sofia Carter,770266019,2949390,Reggae,2007,88,86,-0.58,48,0.11,0.05,0.34
Track 74353,ElectroPulse,80315577,997210,House,2013,55,55,0.68,84,0.29,0.64,0.8
Track 12464,Samantha Lee,346547261,4161812,K-Pop,1990,45,80,-0.27,27,0.39,0.57,0.51
Track 65992,Liam Harper,414371358,2714527,Indie,2011,41,27,0.61,28,0.58,0.05,0.96
Track 91142,Urban Rhapsody,177750255,1505112,Metal,2020,12,92,0.81,55,0.98,0.01,0.22
Track 51655,Crimson Echo,776793015,4909567,Hip-Hop,2017,66,23,-0.69,38,0.24,0.79,0.63
Track 13662,Aurora Soundwave,468892809,223469,K-Pop,2011,99,36,0.03,50,0.66,0.48,0.77
Track 32476,Retro Resonance,252622657,1181968,EDM,2025,44,2,-0.59,91,0.79,0.84,0.11
Track 12178,Ava & The Ocean,665244747,2976358,EDM,2019,73,17,0.55,63,0.59,0.3,0.74
Track 61742,Sofia Carter,732217893,3587663,EDM,2023,39,102,-0.55,70,0.81,0.85,0.24
Track 32133,Celestial Harmony,788123900,1360278,House,2021,51,42,-0.09,39,0.52,0.9,0.4
Track 41428,Jay Zenith,629977183,589432,Synthwave,1999,57,49,0.6,43,0.37,0.96,0.68
Track 63889,Sofia Carter,561458761,67552,Synthwave,2020,30,12,0.67,47,0.67,0.92,0.42
Track 4545,EchoSync,528971480,4826838,Latin,2000,78,87,-0.64,90,0.74,0.63,0.59
Track 78769,Retro Resonance,36449746,618190,K-Pop,2007,37,15,0.9,46,0.48,0.22,0.62
Track 55900,DJ Thunder,693092877,261458,Techno,2015,73,2,0.3,95,0.97,0.19,0.31
Track 77599,Urban Rhapsody,710325290,3017004,Reggae,2002,17,58,0.46,24,0.15,0.38,0.13
Track 39614,Ava & The Ocean,714195559,2824303,Country,2022,91,98,0.2,83,0.31,0.76,0.3
Track 97372,EchoSync,122431808,4246768,Drum & Bass,2010,81,60,0.32,26,0.66,0.16,0.36
Track 67241,EchoSync,274182282,3283180,Trap,2025,36,59,0.99,96,0.31,0.59,0.68
Track 15983,Horizon Flow,188772976,2003733,House,1997,12,89,-0.29,78,0.57,0.83,0.56
Track 94028,Luna Nova,402378723,569188,EDM,2015,52,67,-0.48,68,0.18,0.4,0.53
Track 46287,Ava & The Ocean,778953054,3590488,K-Pop,2009,33,34,0.93,17,0.13,0.29,0.55
Track 9860,Urban Rhapsody,438550097,4831015,Reggae,2019,34,7,-0.42,42,0.3,0.29,0.17
Track 73743,Bass Surge,615338044,557013,Metal,1995,57,59,-0.44,91,0.5,0.74,0.29
Track 10254,Crimson Echo,764395402,3335948,Hip-Hop,2001,21,7,0.31,36,0.62,0.53,0.17
Track 94995,ElectroPulse,46325063,1920750,K-Pop,1993,53,69,-0.77,48,0.31,0.49,0.23
Track 29109,ElectroPulse,708095978,3191743,Lo-Fi,1992,15,74,-0.82,25,0.78,0.59,0.11
Track 28284,Sofia Carter,10177593,3778180,House,1990,7,18,0.04,0,0.56,0.47,0.92
Track 12542,Liam Harper,88870558,1930588,Metal,2013,40,20,0.06,58,0.3,0.52,0.88
Track 65618,DJ Thunder,197346881,3968813,K-Pop,1993,60,59,0.66,39,0.73,0.65,0.51
Track 32658,Neon Vortex,69136678,534606,Lo-Fi,2001,91,14,0.58,100,0.67,0.96,0.85
Track 97424,Luna Nova,57187367,2292324,Electronic,2014,97,56,0.0,39,0.47,0.21,1.0
Track 35397,Crimson Echo,193575176,2454642,Indie,1992,85,20,-0.26,9,0.82,0.83,0.71
Track 40887,Shadow Beats,5386494,3381785,Rock,2013,9,42,0.59,20,0.25,0.54,0.75
Track 46374,Bass Surge,710385592,2480956,Pop,2023,15,31,0.86,41,0.99,0.6,0.32
Track 5635,Sofia Carter,249729911,552100,EDM,2006,24,24,0.38,10,0.62,0.57,0.26
Track 34294,Retro Resonance,122913935,1393565,Metal,1995,15,55,0.2,76,0.11,0.39,0.98
Track 76268,Ava & The Ocean,560619002,1018128,Hip-Hop,2014,86,46,-0.33,74,0.91,0.0,0.22
Track 12975,Crimson Echo,770455664,3840544,Electronic,2000,49,2,0.74,85,0.39,0.33,0.49
Track 31462,Luna Nova,539723454,3275269,Folk,2014,37,97,-0.01,22,0.42,0.7,0.65
Track 79623,Shadow Beats,6195712,3869884,Latin,1997,37,79,-0.52,31,0.16,0.91,0.56
Track 13138,ElectroPulse,293887627,2182734,Reggae,2006,39,82,-0.85,85,0.76,0.72,0.43
Track 62808,Luna Nova,546763053,4655585,R&B,1993,15,99,0.93,5,0.31,0.66,0.14
Track 79739,Urban Rhapsody,438810762,1290247,Latin,2021,90,42,-0.84,81,0.25,0.66,0.45
Track 53097,Samantha Lee,760452198,83892,Lo-Fi,1999,14,65,-0.39,100,0.75,0.26,0.63
Track 34199,Firefly Symphony,514495499,3934441,Jazz,1996,88,54,-0.62,8,0.64,0.97,0.5
Track 33057,DJ Thunder,386566108,2570967,Reggae,2008,3,100,-0.12,64,0.59,0.23,0.99
Track 37111,Liam Harper,579462096,4749864,Reggae,2002,89,58,-0.97,51,0.89,0.87,0.79
Track 95134,Neon Vortex,72103965,3539126,House,1992,17,1,0.24,69,0.22,0.79,0.96
Track 23083,Ava & The Ocean,95150367,1777017,Trap,1998,93,26,-0.91,42,0.87,0.97,0.51
Track 36589,EchoSync,293882684,4609443,Folk,2004,74,75,-0.87,95,0.7,0.72,0.58
Track 22979,Jay Zenith,590575479,1188275,Pop,2024,33,48,-1.0,14,0.84,0.13,0.21
Track 78697,Aurora Soundwave,787098566,4193652,Drum & Bass,1991,100,97,-0.49,6,0.48,0.06,0.94
Track 7009,DJ Thunder,607211571,398341,EDM,2020,40,24,-0.32,40,0.45,0.47,0.34
Track 86562,Bass Surge,795065464,1904876,Electronic,2010,44,83,0.7,21,0.51,0.21,0.66
Track 54615,Luna Nova,146428881,2534254,R&B,1992,49,51,-0.07,83,0.59,0.9,0.3
Track 76509,Firefly Symphony,67810483,3849427,Indie,2014,45,96,0.2,60,0.21,0.72,0.17
Track 9836,Shadow Beats,201122823,1020843,Blues,2009,36,24,0.4,5,0.76,0.97,0.51
Track 42146,Celestial Harmony,640554042,1134736,Trap,2023,89,59,0.85,40,0.99,0.32,0.64
Track 2588,DJ Thunder,302738822,3998476,Lo-Fi,2017,37,73,-0.04,90,0.97,0.94,0.31
Track 15827,Sofia Carter,671035586,2032120,K-Pop,2019,84,70,0.53,39,0.15,0.46,0.27
Track 94897,ElectroPulse,217180929,3222971,EDM,1996,76,59,-0.89,35,0.68,0.8,0.7
Track 31620,ElectroPulse,425190200,4905066,K-Pop,2022,76,85,-0.3,47,0.24,0.82,0.96
Track 87347,Liam Harper,674129256,1447610,Punk,1995,33,98,0.33,9,0.31,0.29,0.63
Track 11976,Bass Surge,344058488,3968582,EDM,2018,11,39,0.29,50,0.4,0.86,0.61
Track 62757,Neon Vortex,466458086,2312215,Techno,2017,84,19,0.83,46,0.63,0.38,0.34
Track 63371,EchoSync,400215070,4244437,Pop,2009,21,63,0.62,43,0.6,0.6,0.16
Track 87055,Bass Surge,118219895,4047039,Techno,2019,52,46,0.49,24,0.28,0.66,0.73
Track 71992,Urban Rhapsody,428889295,3197819,Metal,2013,24,44,-0.92,59,0.83,0.09,0.12
Track 82357,Aurora Soundwave,555254638,4177588,Electronic,2006,22,19,0.94,78,0.43,0.9,0.69
Track 81766,EchoSync,91758578,2089999,Latin,2024,21,103,-0.71,82,0.98,0.71,0.54
Track 51242,Bass Surge,440665307,2690835,Punk,2009,93,72,0.11,33,0.38,0.93,0.56
Track 90917,Shadow Beats,342274005,1231033,Electronic,2010,73,92,0.19,4,0.63,0.31,0.46
Track 64788,Bass Surge,617039816,694874,Rock,2007,96,71,0.57,20,0.97,0.04,0.95
Track 84262,Liam Harper,218841630,3892597,Reggae,2008,70,49,-0.96,28,0.85,0.17,0.52
Track 43678,Celestial Harmony,655833236,4859970,Jazz,2015,16,43,-0.67,57,0.68,0.93,0.51
Track 71173,The Midnight Howl,638581728,195890,Punk,2003,37,60,0.35,69,0.4,0.99,0.55
Track 89278,Celestial Harmony,145716778,771769,Reggae,1996,10,59,-0.53,100,0.87,0.89,1.0
Track 40522,Bass Surge,11224326,313226,Country,2014,55,91,0.99,35,0.36,0.94,0.35
Track 4811,Firefly Symphony,454148284,4045507,Latin,2000,74,52,0.83,97,0.43,0.44,0.12
Track 60914,Shadow Beats,42590413,21617,Jazz,2004,76,79,-1.0,6,0.67,0.87,0.32
Track 35416,Aurora Soundwave,94825956,2414461,Lo-Fi,2004,62,64,-0.53,78,0.23,0.32,0.89
Track 34187,DJ Thunder,763793333,194857,Latin,2007,31,52,0.22,99,0.28,0.29,0.69
Track 36082,Crimson Echo,711409861,1876176,Drum & Bass,1993,59,81,-0.94,52,0.21,0.95,0.87
Track 99818,Aurora Soundwave,504485084,4966665,R&B,2009,41,57,0.54,34,0.88,0.32,0.82
Track 41115,EchoSync,249534079,4662735,Latin,1999,67,44,0.39,83,0.75,0.58,0.1
Track 66885,Crimson Echo,307596096,4801906,K-Pop,2025,4,48,0.2,75,0.46,0.12,0.75
Track 88391,Shadow Beats,569472110,3339662,K-Pop,2022,2,63,-0.83,11,0.65,0.31,0.94
Track 97314,Firefly Symphony,50284782,886545,Lo-Fi,2020,50,68,0.94,62,0.18,0.36,0.44
Track 18374,Bass Surge,119625612,2568493,K-Pop,2002,47,56,0.49,10,0.28,0.47,1.0
Track 20654,The Midnight Howl,610626909,1228292,House,2024,97,1,-0.7,100,0.32,0.13,0.28
Track 20380,Firefly Symphony,603227016,1833256,House,2000,58,59,-0.75,82,0.67,0.81,0.75
Track 90745,Crimson Echo,640869626,3146743,Hip-Hop,1992,96,51,0.42,34,0.59,0.51,0.8
Track 16312,Sofia Carter,264347615,3332850,Trap,1999,79,23,-0.18,85,0.38,0.69,0.33
Track 36658,ElectroPulse,286797143,4443271,Punk,2019,70,71,-0.27,87,0.19,0.72,0.56
Track 31728,Luna Nova,642576713,2987210,Lo-Fi,2016,3,93,0.54,2,0.78,0.17,0.15
Track 50703,Horizon Flow,732701583,582257,EDM,2013,48,9,0.06,52,0.75,0.53,0.17
Track 88573,Luna Nova,12160044,891023,Lo-Fi,2011,77,96,-0.33,7,0.44,0.44,0.97
Track 57507,Luna Nova,339019634,3511168,Techno,1994,39,27,0.26,0,0.18,0.07,0.28
Track 89889,Horizon Flow,294629342,3824213,Trap,1998,83,99,-0.77,13,0.55,0.89,0.63
Track 23310,Crimson Echo,174479523,2555150,Punk,2003,48,63,-0.75,14,0.86,0.62,0.99
Track 68352,Firefly Symphony,583224390,4201862,Trap,2009,80,7,0.57,50,0.33,0.11,0.84
Track 99334,Ava & The Ocean,712339417,3516961,Synthwave,1994,2,20,-0.64,73,0.88,0.64,0.62
Track 31860,Retro Resonance,653783250,2327718,Pop,1995,93,80,-0.13,10,0.55,0.45,0.74
Track 58814,Firefly Symphony,790900716,2061917,Punk,2025,16,8,-0.05,29,0.78,0.68,0.9
Track 53304,Shadow Beats,408164237,2361349,Latin,2020,4,20,-0.35,88,0.94,0.74,0.48
Track 78011,The Midnight Howl,155899328,1434556,Latin,1999,51,13,-0.16,77,0.18,0.8,0.34
Track 73286,Luna Nova,222840437,1415795,Metal,1990,63,95,0.46,65,0.21,0.91,0.35
Track 43975,Luna Nova,33037045,1104961,R&B,1998,18,54,-0.08,93,0.65,0.42,0.78
Track 94007,DJ Thunder,197447409,358347,Folk,2005,49,72,0.85,43,0.6,0.34,0.36
Track 93780,Ava & The Ocean,453365487,3890699,Trap,2011,62,85,0.82,6,0.22,0.29,0.81
Track 53294,Sofia Carter,650463600,4669237,Punk,2025,6,11,0.51,56,0.87,0.74,0.86
Track 46099,Sofia Carter,515474112,550104,Rock,2004,26,95,-0.16,32,0.8,0.4,0.75
Track 31787,DJ Thunder,25974207,2759130,EDM,1992,25,75,0.93,66,0.79,0.88,0.33
Track 94849,Neon Vortex,359023520,2373087,Lo-Fi,2017,6,80,-0.38,71,0.11,0.14,0.41
Track 2454,Shadow Beats,185914083,78560,Blues,2022,65,100,-0.72,26,0.53,0.78,0.24
Track 24316,Luna Nova,464450218,3520980,Pop,1991,46,40,0.64,55,0.2,0.72,0.45
Track 71128,Aurora Soundwave,45608379,425276,Metal,2005,15,97,-0.84,50,0.2,0.28,0.49
Track 53561,Firefly Symphony,700543738,1142598,R&B,1994,67,2,0.91,96,0.7,0.82,0.99
Track 28900,ElectroPulse,603641608,997700,Blues,1996,41,45,0.16,49,0.18,0.4,0.93
Track 22797,DJ Thunder,313742310,69367,Reggae,2012,5,38,0.95,43,0.25,0.96,0.59
Track 62844,Crimson Echo,503471697,2169219,Synthwave,2007,46,100,-0.57,21,0.69,0.41,0.47
Track 65921,Bass Surge,68937101,4712972,K-Pop,1990,91,65,-0.34,77,0.69,0.59,0.56
Track 63033,EchoSync,436981895,647853,R&B,2014,29,20,0.38,72,0.72,0.55,0.45
Track 50373,ElectroPulse,307603973,3208744,Drum & Bass,2013,73,15,0.84,37,0.17,0.48,0.24
Track 11016,The Midnight Howl,73691708,370453,EDM,1999,96,14,0.78,64,0.44,0.64,0.22
Track 45973,ElectroPulse,375220083,4886793,Blues,2005,82,15,0.31,56,0.16,0.53,0.7
Track 79899,Jay Zenith,310796885,1109503,Jazz,2008,28,52,0.83,55,0.87,0.37,0.42
Track 65267,ElectroPulse,647158984,3030767,House,2019,74,49,0.01,31,0.7,0.16,0.79
Track 46329,Celestial Harmony,422091509,1198713,Techno,2015,76,68,-0.02,41,0.32,0.86,0.54
Track 78460,The Midnight Howl,334523777,1501887,EDM,2007,4,84,-0.96,78,0.78,0.82,0.85
Track 95552,EchoSync,409169396,3266198,K-Pop,2019,12,93,-0.71,45,0.94,0.65,0.15
Track 64547,Jay Zenith,416349010,1544518,Latin,2007,82,32,0.35,1,0.65,0.92,0.3
Track 8685,Neon Vortex,759734458,4685678,Hip-Hop,2006,28,94,0.66,64,0.13,0.58,0.88
Track 89184,Crimson Echo,237638954,217841,Techno,2014,12,70,0.14,84,0.74,0.79,0.52
Track 95189,Retro Resonance,314226433,270491,Latin,2023,68,40,-0.75,12,0.61,0.48,0.43
Track 38407,Aurora Soundwave,683109122,4535153,Pop,2017,54,7,0.68,9,0.25,0.3,0.47
Track 5411,EchoSync,414664152,426190,Rock,1998,1,23,0.3,62,0.29,0.93,0.36
Track 20329,Crimson Echo,596182747,1597436,Folk,2024,15,23,-0.99,60,0.57,0.43,0.25
Track 25016,Horizon Flow,672343070,4483290,Rock,2023,26,97,0.18,70,0.18,0.77,0.12
Track 34579,Bass Surge,352817824,3833583,Electronic,2002,28,31,0.16,46,0.87,0.08,0.73
Track 51087,EchoSync,106541081,3070279,Indie,1998,96,78,-0.97,92,0.72,0.5,0.84
Track 2882,Horizon Flow,38203016,3562101,Jazz,2008,98,51,0.05,89,0.28,0.79,0.82
Track 44834,Luna Nova,80089044,2578648,Drum & Bass,2001,7,53,0.15,64,0.74,0.4,0.89
Track 11712,Retro Resonance,94614375,31301,EDM,2013,74,1,-0.79,11,0.8,0.23,0.38
Track 84535,DJ Thunder,16650001,2127765,Trap,1999,15,10,0.26,22,0.45,0.81,0.88
Track 37712,Shadow Beats,526296850,3989671,Electronic,2009,3,101,-0.52,80,0.93,0.44,0.87
Track 81332,Crimson Echo,183897765,3235871,Latin,2019,36,57,-0.35,94,0.26,0.75,0.22
Track 60485,Celestial Harmony,671709155,3474446,EDM,1995,56,96,0.66,67,0.39,0.07,0.92
Track 20898,Retro Resonance,113006322,1481868,Metal,2004,55,60,-0.48,2,0.66,0.47,0.41
Track 36875,Celestial Harmony,43103643,3969164,Rock,2018,76,40,-0.7,12,0.95,0.54,0.89
Track 22239,Luna Nova,391152160,2925164,Blues,2010,73,28,0.63,67,0.82,0.72,0.67
Track 32238,Aurora Soundwave,520011886,3309272,Metal,1999,87,26,0.03,94,0.5,0.47,0.32
Track 18000,EchoSync,642822882,4902119,Trap,2021,26,21,-0.5,52,0.19,0.75,0.9
Track 30963,Horizon Flow,160414019,1283964,Pop,2019,90,40,-0.31,9,0.13,0.55,0.12
Track 56566,Luna Nova,498528229,4389762,Blues,2002,50,45,-0.62,13,0.75,0.29,0.65
Track 84313,Horizon Flow,218980029,4106474,EDM,1992,52,22,-0.74,21,0.25,0.51,0.45
Track 14991,Sofia Carter,23284978,3189440,Punk,1999,27,91,-0.85,12,0.42,0.35,0.46
Track 78371,Celestial Harmony,698668642,2851284,Rock,2022,13,101,-0.97,86,0.8,0.82,0.73
Track 57125,Celestial Harmony,415844289,1859098,Latin,2015,16,99,0.0,69,0.24,0.88,0.66
Track 29086,Neon Vortex,576811485,3800737,Punk,2025,85,17,0.17,23,0.16,0.94,0.21
